Record ID,Authors,Title,Publication,Volume,Issue,Pages,DOI,Abstract,URL,Publication Type,Year
7804,"Stephanie A. Jean, Bradley D. Pinno, Scott E. Nielsen","Trembling Aspen Root Suckering and Stump Sprouting Response to Above Ground Disturbance on a Reclaimed Boreal Oil Sands Site in Alberta, Canada",New Forests,50,5,771 - 784,Not found,"Trembling aspen (Populus tremuloides Michx.) is an important early successional species in the boreal region that commonly regenerates via root suckering and, to a lesser extent, stump sprouting after aboveground disturbance such as harvesting or wildfire. However, the response of aspen to disturbance on reclaimed oil sands sites is not known. To determine the suckering and sprouting response of 6-year-old seedling origin aspen growing on a reclamation site, we destructively sampled 87 individual trees in May 2017. Trees were selected across two soil types, forest floor-mineral mix and peat-mineral mix, and three height classes, 100–199 cm, 200–299 cm, and > 300 cm. In August 2017, we returned to each cut tree to assess the type (sucker vs. stump sprout) and abundance of regeneration. Aspen readily responded to disturbance; however, responses were highly variable between trees, ranging from zero to 47 suckers and zero to 42 sprouts. Trees growing on peat-mineral mix were 7.8 times more likely to produce at least one sucker and generally had a higher abundance of suckers. Tree height was also positively correlated with suckering probability and abundance, while competition from surrounding vegetation decreased the probability and abundance of suckering, especially when cover of competing species was greater than 52.5%. The probability of stump sprouting was not affected by soil type or tree size, but did decrease with increases in tree competition. Overall, trembling aspen respond vigorously to disturbances on mine reclamation sites which is a promising sign of resilience for these novel and young ecosystems.",https://doi.org/10.1007/s11056-018-09698-2,Article,2019
7803,"Lane B. Johnson, Ellis Q. Margolis","Surface Fire to Crown Fire: Fire History in the Taos Valley Watersheds, New Mexico, USA",Fire,2,1,1 - 21,Not found,"Tree-ring fire scars, tree ages, historical photographs, and historical surveys indicate that, for centuries, fire played different ecological roles across gradients of elevation, forest, and fire regimes in the Taos Valley Watersheds. Historical fire regimes collapsed across the three watersheds by 1899, leaving all sites without fire for at least 119 years. Historical photographs and quaking aspen (Populus tremuloides Michx.) ages indicate that a high-severity fire historically burned at multiple high-elevation subalpine plots in today’s Village of Taos Ski Valley, with large high-severity patches (>640 ha). Low-severity, frequent (9–29-year median interval) surface fires burned on the south aspects in nearby lower elevation dry conifer forests in all watersheds. Fires were associated with drought during the fire year. Widespread fires commonly burned synchronously in multiple watersheds during more severe drought years, preceded by wet years, including fire in all three watersheds in 1664, 1715, and 1842. In contrast, recent local “large” wildfires have only burned within single watersheds and may not be considered large in a historical context. Management to promote repeated low-severity fires and the associated open stand structures is within the historical range of variability in the dry conifer forests of these watersheds. In the high-elevation, subalpine forests, different management approaches are needed, which balance ecological and socioeconomic values while providing public safety.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8805&context=aspen_bib,Article,2019
7812,"Stanley G. Kitchen, Patrick N. Behrens, Sherel K. Goodrich, Ashley Green, John Guyon, Mary O'Brien, David Tart",Guidelines for Aspen Restoration in Utah with Applicability to the Intermountain West,General Technical Report RMRS-GTR-390,Not found,Not found,1 - 64,Not found,"As highly productive and biologically diverse communities, healthy quaking aspen (Populus tremuloides; hereafter aspen) forests provide a wide range of ecosystem services across western North America. Western aspen decline during the last century has been attributed to several causes and their interactions, including altered fire regimes, drought, excessive use by domestic and wild ungulates, and conifer encroachment. Today’s managers need science-based guidance to develop and implement strategies and practices to restore structure, processes, and resilience to the full range of aspen functional types across multiple spatial scales. In these guidelines, we detail a process for making step-by-step decisions about aspen restoration. The steps are: (1) assessment of aspen condition, (2) identification of problematic conditions, (3) determination of causal factors, (4) selection of appropriate response options, (5) monitoring for improvement, and (6) assessment and adaptation. We describe the need for reference areas in which the full range of natural environmental conditions and ecosystem processes associated with aspen can be observed and quantified, and provide a list of example sites for Utah. These guidelines provide a road map for decision-makers to adaptively manage aspen in a time of increasing environmental stress and in anticipation of an uncertain future.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8818&context=aspen_bib,Report,2019
7802,"Deogkyu Kweon, Philip G. Comeau","Relationships Between Tree Survival, Stand Structure and Age in Trembling Aspen Dominated Stands",Forest Ecology and Management,438,Not found,114 - 122,Not found,"Canopy openings resulting from tree death provide opportunities for shade intolerant species such as aspen to establish and grow in the understory leading to development of aspen stands with multiple canopy layers and multiple cohorts. Stand structure is likely to influence survival probability since it will lead to differences in competition intensity and in resource utilization. We examined relationships among stand age (years after stand establishment), age structure (age diversity), and tree size diversity (i.e., diversity of diameter classes), using cores collected from 531 aspen trees in 18 stands distributed across the province of Alberta, Canada. Results show positive relationships between stand age, age diversity, and tree size diversity. Logistic mixed effects survival probability models were developed using data from 199 remeasured permanent sample plots. Results show an inverted U-shaped relationship between survival probability and tree diameter. Survival probability trends varied between young (≤60), mature (>60 and ≤ 100), and old (>100) age groups in relation to differences in competition intensity and stand structure. Intraspecific competition (deciduous basal area larger) was negatively related to tree survival and the magnitude of the negative impact was stronger in the young age group. Negative effects of structural diversity (tree size diversity) on survival probability were strongest in the mature age group. We suggest that effects of tree size diversity relate to environmental stresses and competition at the stand level while the influence of deciduous basal area larger serves as a measure of competition experienced by individual trees. The significance of mean annual temperature in our models indicates that, under warmer conditions, competition variables (e.g., deciduous basal area larger and tree size diversity) had stronger effects on tree mortality with the magnitude of effects varying between age groups.",https://doi.org/10.1016/j.foreco.2019.02.003,Article,2019
7813,"Mathieu Latutrie, Endre Gy. Toth, Yves Bergeron, Francine Tremblay",Novel Insights Into the Genetic Diversity and Clonal Structure of Natural Trembling Aspen (Populus tremuloides Michx.) Populations: A Transcontinental Study,Journal of Biogeography,46,6,1124 - 1137,Not found,Aim,https://doi.org/10.1111/jbi.13574,Article,2019
7801,"Colin J. Long, Jaqueline J. Shinker, Thomas A. Minckley, Mitchell J. Power, Patrick J. Bartlein","A 7600 yr Vegetation and Fire History from Anthony Lake, Northeastern Oregon, USA, with Linkages to Modern Synoptic Climate Patterns",Quaternary Research,91,2,705 - 713,Not found,"We used pollen and high-resolution charcoal analysis of lake sediment to reconstruct a 7600 yr vegetation and fire history from Anthony Lake, located in the Blue Mountains of northeastern Oregon. From 7300 to 6300 cal yr BP, the forest was composed primarily of Populus, and fire was common, indicating warm, dry conditions. From 6300 to 3000 cal yr BP, Populus declined as Pinus and Picea increased in abundance and fire became less frequent, suggesting a shift to cooler, wetter conditions. From 3000 cal yr BP to present, modern-day forests composed of Pinus and Abies developed, and from 1650 cal yr BP to present, fires increased. We utilized the modern climate-analogue approach to explain the potential synoptic climatological processes associated with regional fire. The results indicate that years with high fire occurrence experience positive 500 mb height anomalies centered over the Great Basin, with anomalous southerly component of flow delivering dry air into the region and with associated sinking motions to further suppress precipitation. It is possible that such conditions became more common over the last 1650 cal yr BP, supporting an increase in fire despite the shift to more mesic conditions.",https://doi.org/10.1017/qua.2018.124,Article,2019
7814,"Jordan D. Maxwell, Aaron C. Rhodes, Samuel B. St. Clair",Human Altered Disturbance Patterns and Forest Succession: Impacts of Competition and Ungulate Herbivory,Oecologia,189,4,106 - 1070,Not found,"Human activities are altering patterns of ungulate herbivory and wildfire regimes globally with large potential impacts on plant community succession and ecosystem resilience. Aspen (Populus tremuloides) is a keystone species which co-exists with conifer species across temperate forests in North America. Aspen sucker regeneration which is the foundation of aspen–conifer forests succession is often a targeted food source by multiple ungulate species. Using a region-wide exclosure network across a broad gradient of aspen–conifer overstory abundance, we empirically tested the effects of ungulate herbivory and conifer competition (that increases with fire suppression), on the regeneration and recruitment of aspen forests over a 4-year period. The study results indicate that ungulate herbivory and increasing abundance of overstory conifers dramatically reduced aspen regeneration and recruitment success. The average height of aspen suckers exposed to ungulate herbivory was 72% shorter than aspen suckers in fenced plots and resulted in 24% less recruitment. There was a 9% decrease in aspen recruitment and 12% decrease in average aspen height with every 20% increase in overstory conifer density. Aspen suckers were most vulnerable to herbivory at 70 cm height, with the probability of herbivory decreasing under 50 cm or above 90 cm.",https://doi.org/10.1007/s00442-019-04370-8,Article,2019
7815,"Morgane Merlin, Simon M. Landhäusser",Seasonal Patterns of Water Uptake in Populus tremuloides and Picea glauca on a Boreal Reclamation Site is Species Specific and Modulated by Capping Soil Depth and Slope Position,Plant and Soil,439,1-2,487 - 504,Not found,"The two species distinct rooting and physiological characteristics produced contrasting water uptake and water use dynamics in response to rooting space, soil water availability and climate, inviting a more detailed exploration of sap flux and its interactions with climatic and edaphic variables.",https://doi.org/10.1007/s11104-019-04029-6,Article,2019
7822,Roberta L. Millstein,Types of Experiments and Causal Process Tracing: What Happened on the Kaibab Plateau in the 1920s,Studies in History and Philosophy of Science Part A,Not found,Not found,1 - 7,Not found,"In a well-cited book chapter, ecologist Jared Diamond characterizes three main types of experiment performed in community ecology: laboratory experiment, field experiment, and natural experiment. Diamond argues that each form of experiment has strengths and weaknesses, with respect to, for example, realism or the ability to follow a causal trajectory. But does Diamond's typology exhaust the available kinds of cause-finding practices? Some social scientists have characterized something they call “causal process tracing.” Is this a fourth type of experiment or something else? I examine Diamond's typology and causal process tracing in the context of a case study concerning the dynamics of wolf and deer populations on the Kaibab Plateau in the 1920s, a case that has been used as a canonical example of a trophic cascade by ecologists but which has also been subject to controversy. I argue that ecologists have profitably deployed causal process tracing together with other types of experiment to help settle questions of causality in this case. It remains to be seen how widespread the use of causal process tracing outside of the social sciences is (or could be), but there are some potentially promising applications, particularly with respect to questions about specific causal sequences.",https://doi.org/10.1016/j.shpsa.2019.04.001,Article,2019
7823,"Jesse L. Morris, R. Justin DeRose, Thomas Brussel, Simon Brewer, Andrea Brunelle, James N. Long",Stable or Seral? Fire-Driven Alternative States in Aspen Forests of Western North America,Biology Letters,15,6,Not found,Not found,"As important centres for biological diversity, aspen forests are essential to the function and aesthetics of montane ecosystems in western North America. Aspen stands are maintained by a nuanced relationship with wildfire, although in recent decades aspen mortality has increased. The need to understand the baseline environmental conditions that favour aspen is clear; however, long-term fire history reconstructions are rare due to the scarcity of natural archives in dry montane settings. Here, we analyse a high-resolution lake sediment record from southwestern, Utah, USA to quantify the compositional and burning conditions that promote stable (or seral) aspen forests. Our results show that aspen presence is negatively correlated with subalpine fir and that severe fires tend to promote persistent and diverse aspen ecosystems over centennial timescales. This information improves our understanding of aspen disturbance ecology and identifies the circumstances where critical transitions in montane forests may occur.",https://doi.org/10.1098/rsbl.2019.0011,Article,2019
7830,Pocatello Field Office,Pleasantview Hills Aspen Stand Diversity Project: Environmental Assessment,Not found,DOI-BLM-ID-I020-2019-0011-EA,Not found,1 - 103,Not found,"The Bureau of Land Management (BLM) Pocatello Field Office (PFO) has prepared this Environmental Assessment (EA) to analyze the environmental impacts of implementing treatments on aspen stands in the Pleasantview Hills area. This EA discloses the direct, indirect, and cumulative environmental effects that would result from implementation of this proposal as required by the National Environmental Policy Act (NEPA) of 1969. This EA will determine whether to prepare an Environmental Impact Statement (EIS) or a Finding of No Significant Impact (FONSI) based on environmental impact context and intensity, thereby informing agency decision making. Guidance for EA organization is determined by the BLM NEPA Handbook H- 1790-1 (BLM 2008).",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8831&context=aspen_bib,Report,2019
7824,Arianna A. B. Porter,"Role of Wildfire and Topography in Shaping Aspen Regeneration after the Hayman Fire, CO, USA",Not found,Not found,Not found,1 - 46,Not found,"Unusually rapid and widespread mortality in Quaking aspen (Populus tremuloides) has been documented throughout the 21st century primarily as a result of warm, dry weather conditions. Although aspen are not drought-adapted, aspen are well adapted to wildfire. Increases in wildfire severity and extent as a result of climate change may provide opportunities for aspen regeneration, especially at mid- and high-elevation sites. Aspen's sensitivity to drought suggests that regeneration following fire might be constrained to cooler and wetter topographic locations on the landscape which reduce drought stress on vegetation. While aspen mortality is demonstrated to occur at low elevation sites, aspen establishment and persistence is known to occur at high elevation sites due to cooler, wetter conditions. Low- and high-elevation aspen persistence is well-understood; however, patterns of aspen regeneration and persistence at mid-elevation sites is still relatively unexplored. We use the 2002 Hayman fire (Colorado, USA) to explore whether high-severity wildfire has provided opportunities for aspen regeneration at mid-elevations in which aspen was not observed before the fire. If regeneration has occurred, we ask if regeneration is contingent on topographic conditions. Cool, wet microclimates created by fine-scale topography at mid-elevations may allow for increased aspen regeneration, however this is unexplored in the Hayman landscape. Our findings demonstrate that the Hayman fire provided opportunities for aspen regeneration at mid-elevation sites in which aspen were not observed before the fire and that the density of regeneration is contingent on topography. Specifically, aspen regeneration is most dense at mid-elevations on steep slopes. Ecosystem management may focus on threats to aspen health and vigor (i.e. ungulate herbivory) on steep slopes at mid-elevations rather than at low-elevation sites.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8826&context=aspen_bib,Thesis/Dissertation,2019
7825,"Michael I. Premer, Robert E. Froese, Eric D. Vance",Whole-Tree Harvest and Residue Recovery in Commercial Aspen: Implications to Forest Growth and Soil Productivity Across a Rotation,Forest Ecology and Management,447,Not found,130 - 138,Not found,"Harvest residues are an abundant by-product of commodity management in working forests, with significant potential as feedstock for bioenergy and advanced biomaterials. While contemporary experimental research programs seek to determine the short-term impacts of intensive residue removal on soil conditions and site productivity, rotation-length implications in operational settings remain speculative. Nonetheless, it is generally recognized that the effects of residue recovery are cover type and site dependent, and that production lands will be the primary source of increased utilization. We leveraged historical records across a 40-year chronosequence of 46 individual Populus spp. stands in upper Michigan harvested with Whole-tree harvest (WTH) and Stem-only harvest (STH) to observe and evaluate these practices on aboveground productivity and soil chemical properties. Stands were located across 4 contrasting soil types that are typical of site productivity and textural classes within the Great Lakes region. Results indicate a 36% reduction of residues in WTH treatments at 15.04 Mg ha−1 compared with 23.43 Mg ha−1 at stand establishment, yet residue levels in both treatments exceeded regional biomass retention guidelines, and differences were negligible by 16 years. The data further suggest that stand productivity is unaffected by harvest treatment. Soil C, N and macronutrients exhibited high variability across soil types, with mixed responses to treatments. These results highlight the significant amounts of residues remaining on site following operational WTH and that these practices do not appear to alter aboveground productivity of the Populus cover type across a range of soil types.",https://doi.org/10.1016/j.foreco.2019.05.002,Article,2019
7816,"Jonathan B. Ratner, Erik M. Molvar, Tristan K. Meek, John G. Carter",What's Eating the Pando Clone? Two Weeks of Cattle Grazing Decimates the Understory of Pando and Adjacent Aspen Groves,Not found,Not found,Not found,1 - 33,Not found,Not found,https://www.westernwatersheds.org/2019/06/whats-eating-the-pando-clone-monitoring-project-shows-two-weeks-of-cattle-is-decimating-the-understory/,Report,2019
7800,"Aaron C. Rhodes, Cecily Fitch, Samuel B. St. Clair",Ungulate Herbivory Is Correlated with High Aspen Suckering Density but Reductions in Aspen Growth Rates and Recruitment,Rangeland Ecology & Management,72,3,454 - 460,Not found,"Aspen is a foundation species that provides vital habitat for hundreds of plant and animal species. However, changing ungulate herbivory regimes may be altering recruitment success and resilience of aspen forests. The objective of this observational study was to quantify the impacts of ungulate herbivory on aspen recruitment potential. We sampled 36 aspen dominant stands on the Fishlake National Forest in Utah for browse of apical meristems, suckering density (< 180 cm in height), and recruitment density (≥ 180 cm). Our analysis indicated that for each 10% of apical meristems browsed, annualvertical and radial growth rates and recruitment density were reduced by 1.2 cm, 0.02 mm, and 17 ha− 1, respectively. In contrast, aspen suckering density increased by 1 230 suckers ha− 1, with each 10% browse of apical meristems. This suggests that ungulates contribute to aspen suckers persisting in the understory for longer periods and may alter recruitment success of aspen stands. Aspen that were under high ungulate browse pressure were associated with lower growth rates and persisted for twice as long in the understory. For example, a 5-yr-old sucker was predicted to be 115 cm without browse of apical meristems and 60 cm with 100% browse of apical meristems. Further, aspens of the same height with 100% browse of apical meristems were nearly 4 yr older on average than aspens with no evidence of browse of apical meristems. Approximately 34% of aspen suckers had persisted in the understory < 100 cm for ≥ 6 yr, and 7% of suckers had persisted in the understory for ≥ 10 yr. Our results suggest that high rates of meristem removal are correlated with increased aspen suckering yet reduced aspen growth and recruitment.",https://doi.org/10.1016/j.rama.2018.12.006,Article,2019
7826,"James M. Robertson, Alex R. Cahlander-Mooers, Cliff H. Summers, Mark D. Dixon","Population Condition of Populus × smithii, a Pleistocene Relict Aspen of the Niobrara River Valley, Nebraska, USA",Natural Areas Journal,39,3,286 - 296,Not found,"At Smith Falls State Park in northern Nebraska, a relict population of Populus × smithii, a hybrid of quaking aspen (P. tremuloides) and bigtooth aspen (P. grandidentata), has been targeted for management due to its rarity and risk of extirpation. This relict occurs under favorable microclimatic conditions in springbranch canyons along the Niobrara National Scenic River, but factors such as climate change, lack of regeneration, and competition with invasive juniper (Juniperus virginiana) make its persistence tenuous. This study was designed to assess the overall health of the Smith Falls aspen population and determine whether individual stands (n = 10) differed in condition, whether these differences in condition were related to environmental or demographic variables, and whether the condition of the stands was worsening. We found evidence of a declining aspen population, with crown loss and limb dieback documented across all size classes and worsening over a period of two y. Trees from younger, smaller size classes displayed less damage than older, larger ones, but accrued more damage over the two-y interval. At the stand level, higher levels of damage occurred in stands with larger area, more individual boles, and larger, older trees. Our findings suggest that this unique relict population of aspen is showing significant signs of decline but has potential to survive if managed with ecological principles of succession in mind.",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=8824&context=aspen_bib,Article,2019
